frame,camera_id,location,cars,bikes,buses,trucks,total_vehicles,queue_count,red_light_violations,rash_driving,timestamp
284,CAM-01,Primary Junction,2,5,0,0,7,2,0,9,2026-02-13T01:10:06
288,CAM-01,Primary Junction,2,4,0,0,6,2,0,9,2026-02-13T01:10:06
292,CAM-01,Primary Junction,3,3,0,0,6,3,0,9,2026-02-13T01:10:07
296,CAM-01,Primary Junction,2,3,0,0,5,2,0,9,2026-02-13T01:10:07
300,CAM-01,Primary Junction,2,4,0,0,6,2,0,9,2026-02-13T01:10:07
304,CAM-01,Primary Junction,2,5,0,0,7,2,0,9,2026-02-13T01:10:07
308,CAM-01,Primary Junction,2,3,0,0,5,2,0,9,2026-02-13T01:10:07
312,CAM-01,Primary Junction,2,2,0,0,4,2,0,9,2026-02-13T01:10:07
316,CAM-01,Primary Junction,4,2,0,0,6,4,0,9,2026-02-13T01:10:07
320,CAM-01,Primary Junction,3,4,0,0,7,3,0,9,2026-02-13T01:10:07
324,CAM-01,Primary Junction,2,4,0,0,6,2,0,9,2026-02-13T01:10:08
328,CAM-01,Primary Junction,3,5,0,0,8,3,0,9,2026-02-13T01:10:08
332,CAM-01,Primary Junction,4,6,0,0,10,4,0,9,2026-02-13T01:10:08
336,CAM-01,Primary Junction,3,5,0,0,8,3,0,9,2026-02-13T01:10:08
340,CAM-01,Primary Junction,2,3,0,0,5,2,0,9,2026-02-13T01:10:08
344,CAM-01,Primary Junction,2,1,0,0,3,2,0,9,2026-02-13T01:10:08
348,CAM-01,Primary Junction,2,3,0,0,5,2,0,9,2026-02-13T01:10:08
352,CAM-01,Primary Junction,3,4,0,0,7,3,0,9,2026-02-13T01:10:08
356,CAM-01,Primary Junction,2,5,0,0,7,2,0,9,2026-02-13T01:10:08
360,CAM-01,Primary Junction,4,4,0,0,8,4,0,9,2026-02-13T01:10:09
364,CAM-01,Primary Junction,3,5,0,0,8,3,0,9,2026-02-13T01:10:09
368,CAM-01,Primary Junction,3,3,0,0,6,3,0,9,2026-02-13T01:10:09
372,CAM-01,Primary Junction,3,5,0,0,8,3,0,9,2026-02-13T01:10:09
376,CAM-01,Primary Junction,3,5,0,0,8,3,0,9,2026-02-13T01:10:09
380,CAM-01,Primary Junction,2,6,0,0,8,2,0,9,2026-02-13T01:10:09
384,CAM-01,Primary Junction,3,6,0,0,9,3,0,9,2026-02-13T01:10:09
388,CAM-01,Primary Junction,1,5,0,0,6,1,0,9,2026-02-13T01:10:09
392,CAM-01,Primary Junction,1,5,0,0,6,1,0,9,2026-02-13T01:10:09
396,CAM-01,Primary Junction,1,5,0,0,6,1,0,9,2026-02-13T01:10:10
400,CAM-01,Primary Junction,1,6,0,0,7,1,0,9,2026-02-13T01:10:10
404,CAM-01,Primary Junction,1,6,0,0,7,1,0,9,2026-02-13T01:10:10
408,CAM-01,Primary Junction,1,6,0,0,7,1,0,9,2026-02-13T01:10:10
412,CAM-01,Primary Junction,1,4,0,0,5,1,0,9,2026-02-13T01:10:10
416,CAM-01,Primary Junction,1,7,0,0,8,1,0,10,2026-02-13T01:10:10
420,CAM-01,Primary Junction,1,6,0,0,7,1,0,10,2026-02-13T01:10:10
424,CAM-01,Primary Junction,1,4,0,0,5,1,0,10,2026-02-13T01:10:10
428,CAM-01,Primary Junction,1,4,0,0,5,1,0,10,2026-02-13T01:10:11
432,CAM-01,Primary Junction,1,5,0,0,6,1,0,10,2026-02-13T01:10:11
436,CAM-01,Primary Junction,1,4,0,0,5,1,0,10,2026-02-13T01:10:11
440,CAM-01,Primary Junction,2,3,0,0,5,2,0,10,2026-02-13T01:10:11
444,CAM-01,Primary Junction,1,4,0,0,5,1,0,10,2026-02-13T01:10:11
448,CAM-01,Primary Junction,1,4,1,0,6,2,0,10,2026-02-13T01:10:11
452,CAM-01,Primary Junction,1,3,1,0,5,2,0,10,2026-02-13T01:10:11
456,CAM-01,Primary Junction,1,3,0,0,4,1,0,10,2026-02-13T01:10:11
460,CAM-01,Primary Junction,0,3,0,0,3,0,0,10,2026-02-13T01:10:11
464,CAM-01,Primary Junction,0,3,0,0,3,0,0,10,2026-02-13T01:10:12
468,CAM-01,Primary Junction,0,3,0,0,3,0,0,10,2026-02-13T01:10:12
472,CAM-01,Primary Junction,0,3,0,0,3,0,0,10,2026-02-13T01:10:12
476,CAM-01,Primary Junction,0,4,1,0,5,1,0,10,2026-02-13T01:10:12
480,CAM-01,Primary Junction,0,3,1,0,4,1,0,10,2026-02-13T01:10:12
484,CAM-01,Primary Junction,1,5,0,0,6,1,0,10,2026-02-13T01:10:12
488,CAM-01,Primary Junction,2,7,0,0,9,2,0,11,2026-02-13T01:10:12
492,CAM-01,Primary Junction,2,6,0,0,8,2,0,11,2026-02-13T01:10:12
496,CAM-01,Primary Junction,2,5,0,0,7,2,0,11,2026-02-13T01:10:12
500,CAM-01,Primary Junction,4,4,0,0,8,4,0,11,2026-02-13T01:10:13
504,CAM-01,Primary Junction,2,4,0,0,6,2,0,11,2026-02-13T01:10:13
508,CAM-01,Primary Junction,3,6,0,1,10,4,0,11,2026-02-13T01:10:13
512,CAM-01,Primary Junction,3,6,0,1,10,4,0,11,2026-02-13T01:10:13
516,CAM-01,Primary Junction,3,7,0,1,11,4,0,12,2026-02-13T01:10:13
520,CAM-01,Primary Junction,2,6,0,1,9,3,0,12,2026-02-13T01:10:13
524,CAM-01,Primary Junction,3,5,0,1,9,4,0,12,2026-02-13T01:10:13
528,CAM-01,Primary Junction,3,7,0,1,11,4,0,13,2026-02-13T01:10:13
532,CAM-01,Primary Junction,3,6,0,1,10,4,0,14,2026-02-13T01:10:14
536,CAM-01,Primary Junction,3,4,0,0,7,3,0,14,2026-02-13T01:10:14
540,CAM-01,Primary Junction,2,4,0,0,6,2,0,14,2026-02-13T01:10:14
544,CAM-01,Primary Junction,2,3,0,0,5,2,0,14,2026-02-13T01:10:14
548,CAM-01,Primary Junction,2,2,0,0,4,2,0,14,2026-02-13T01:10:14
552,CAM-01,Primary Junction,2,2,0,0,4,2,0,14,2026-02-13T01:10:14
556,CAM-01,Primary Junction,2,4,0,1,7,3,0,14,2026-02-13T01:10:14
560,CAM-01,Primary Junction,3,3,0,0,6,3,0,14,2026-02-13T01:10:14
564,CAM-01,Primary Junction,3,3,1,0,7,4,0,14,2026-02-13T01:10:14
568,CAM-01,Primary Junction,3,3,1,2,9,6,0,14,2026-02-13T01:10:15
572,CAM-01,Primary Junction,3,2,1,1,7,5,0,14,2026-02-13T01:10:15
576,CAM-01,Primary Junction,3,3,1,2,9,6,0,14,2026-02-13T01:10:15
580,CAM-01,Primary Junction,2,1,1,0,4,3,0,14,2026-02-13T01:10:15
584,CAM-01,Primary Junction,2,1,1,2,6,5,0,14,2026-02-13T01:10:15
588,CAM-01,Primary Junction,3,2,1,2,8,6,0,14,2026-02-13T01:10:15
592,CAM-01,Primary Junction,3,1,1,2,7,6,0,14,2026-02-13T01:10:15
596,CAM-01,Primary Junction,2,4,1,2,9,5,0,14,2026-02-13T01:10:15
600,CAM-01,Primary Junction,3,6,1,1,11,5,0,14,2026-02-13T01:10:15
604,CAM-01,Primary Junction,3,3,1,2,9,6,0,14,2026-02-13T01:10:16
608,CAM-01,Primary Junction,3,6,1,1,11,5,0,15,2026-02-13T01:10:16
612,CAM-01,Primary Junction,3,5,1,1,10,5,0,15,2026-02-13T01:10:16
616,CAM-01,Primary Junction,3,5,1,1,10,5,0,15,2026-02-13T01:10:16
620,CAM-01,Primary Junction,3,3,0,2,8,5,0,15,2026-02-13T01:10:16
624,CAM-01,Primary Junction,3,3,1,1,8,5,0,15,2026-02-13T01:10:16
628,CAM-01,Primary Junction,3,3,1,1,8,5,0,15,2026-02-13T01:10:16
632,CAM-01,Primary Junction,3,4,1,2,10,6,0,15,2026-02-13T01:10:16
636,CAM-01,Primary Junction,3,2,1,1,7,5,0,15,2026-02-13T01:10:17
640,CAM-01,Primary Junction,3,2,1,1,7,5,0,15,2026-02-13T01:10:17
644,CAM-01,Primary Junction,3,3,1,1,8,5,0,15,2026-02-13T01:10:17
648,CAM-01,Primary Junction,2,3,1,1,7,4,0,15,2026-02-13T01:10:17
652,CAM-01,Primary Junction,3,2,1,1,7,5,0,15,2026-02-13T01:10:17
656,CAM-01,Primary Junction,3,4,1,1,9,5,0,15,2026-02-13T01:10:17
660,CAM-01,Primary Junction,3,3,1,1,8,5,0,15,2026-02-13T01:10:17
664,CAM-01,Primary Junction,3,2,1,0,6,4,0,15,2026-02-13T01:10:17
668,CAM-01,Primary Junction,2,1,1,2,6,5,0,15,2026-02-13T01:10:17
672,CAM-01,Primary Junction,2,1,1,0,4,3,0,15,2026-02-13T01:10:18
676,CAM-01,Primary Junction,3,3,1,0,7,4,0,15,2026-02-13T01:10:18
680,CAM-01,Primary Junction,2,1,1,1,5,4,0,15,2026-02-13T01:10:18
684,CAM-01,Primary Junction,4,2,1,0,7,5,0,15,2026-02-13T01:10:18
688,CAM-01,Primary Junction,4,2,1,0,7,5,0,15,2026-02-13T01:10:18
692,CAM-01,Primary Junction,3,3,1,0,7,4,0,15,2026-02-13T01:10:18
696,CAM-01,Primary Junction,4,4,2,0,10,6,0,15,2026-02-13T01:10:18
700,CAM-01,Primary Junction,5,3,2,0,10,7,0,15,2026-02-13T01:10:18
704,CAM-01,Primary Junction,3,2,2,0,7,5,0,15,2026-02-13T01:10:18
708,CAM-01,Primary Junction,4,2,1,1,8,6,0,15,2026-02-13T01:10:19
712,CAM-01,Primary Junction,4,0,1,1,6,6,0,15,2026-02-13T01:10:19
716,CAM-01,Primary Junction,3,0,1,0,4,4,0,15,2026-02-13T01:10:19
720,CAM-01,Primary Junction,3,2,1,1,7,5,0,15,2026-02-13T01:10:19
724,CAM-01,Primary Junction,3,3,0,1,7,4,0,15,2026-02-13T01:10:19
728,CAM-01,Primary Junction,4,2,2,1,9,7,0,15,2026-02-13T01:10:19
732,CAM-01,Primary Junction,3,1,2,0,6,5,0,15,2026-02-13T01:10:19
736,CAM-01,Primary Junction,3,0,1,0,4,4,0,15,2026-02-13T01:10:19
740,CAM-01,Primary Junction,3,1,2,0,6,5,0,15,2026-02-13T01:10:19
744,CAM-01,Primary Junction,3,2,1,0,6,4,0,15,2026-02-13T01:10:20
748,CAM-01,Primary Junction,3,3,1,0,7,4,0,15,2026-02-13T01:10:20
752,CAM-01,Primary Junction,3,3,1,0,7,4,0,15,2026-02-13T01:10:20
756,CAM-01,Primary Junction,3,1,1,0,5,4,0,15,2026-02-13T01:10:20
760,CAM-01,Primary Junction,3,1,2,0,6,5,0,15,2026-02-13T01:10:20
764,CAM-01,Primary Junction,3,1,1,0,5,4,0,15,2026-02-13T01:10:20
768,CAM-01,Primary Junction,3,0,1,0,4,4,0,15,2026-02-13T01:10:20
772,CAM-01,Primary Junction,3,2,1,0,6,4,0,15,2026-02-13T01:10:20
776,CAM-01,Primary Junction,3,3,1,0,7,4,0,15,2026-02-13T01:10:21
780,CAM-01,Primary Junction,4,1,0,1,6,5,0,15,2026-02-13T01:10:21
784,CAM-01,Primary Junction,4,3,1,0,8,5,0,15,2026-02-13T01:10:21
788,CAM-01,Primary Junction,3,2,1,0,6,4,0,15,2026-02-13T01:10:21
792,CAM-01,Primary Junction,3,1,1,0,5,4,0,15,2026-02-13T01:10:21
796,CAM-01,Primary Junction,3,1,1,0,5,4,0,15,2026-02-13T01:10:21
800,CAM-01,Primary Junction,3,4,0,0,7,3,0,15,2026-02-13T01:10:21
804,CAM-01,Primary Junction,3,2,1,1,7,5,0,15,2026-02-13T01:10:21
808,CAM-01,Primary Junction,3,2,0,1,6,4,0,15,2026-02-13T01:10:21
812,CAM-01,Primary Junction,4,3,0,1,8,5,0,15,2026-02-13T01:10:22
816,CAM-01,Primary Junction,4,3,0,1,8,5,0,15,2026-02-13T01:10:22
