frame,total_vehicles,queue_count,red_light_violations,rash_driving
1,5,6,0,1
2,7,19,0,1
3,10,15,0,1
4,10,8,1,1
5,13,12,1,2
6,16,9,2,3
7,16,10,3,3
8,21,18,3,3
9,22,8,4,3
10,25,7,5,3
11,29,19,5,3
12,34,11,5,4
13,35,18,5,5
14,37,17,6,6
15,37,13,6,7
16,42,10,6,7
17,46,17,7,8
18,47,17,7,8
19,52,8,7,8
20,55,17,8,9
21,56,6,8,10
22,57,5,8,11
23,59,0,9,11
24,62,3,9,11
25,65,7,10,12
26,69,17,10,13
27,70,15,11,13
28,72,13,12,14
29,75,15,12,14
30,79,18,12,15
31,83,18,12,15
32,87,2,12,15
33,88,3,13,16
34,91,6,14,16
35,93,13,14,17
36,95,12,15,17
37,98,20,15,18
38,102,5,15,19
39,106,15,15,20
40,108,12,15,21
41,109,8,16,22
42,114,11,16,22
43,119,14,16,23
44,121,13,16,24
45,126,5,17,25
46,126,1,18,25
47,126,0,18,26
48,127,3,19,26
49,130,8,20,27
50,135,11,21,28
51,139,2,22,29
52,140,18,23,30
53,141,17,23,30
54,145,5,23,31
55,145,18,23,31
56,147,2,23,31
57,150,10,23,31
58,151,6,24,32
59,151,16,24,32
60,153,12,24,33
61,156,13,24,34
62,160,3,25,35
63,164,5,25,35
64,166,7,26,36
65,171,19,27,37
66,174,11,27,37
67,178,2,28,38
68,183,17,29,38
69,184,0,29,38
70,184,19,29,39
71,187,17,30,39
72,189,15,30,39
73,192,19,30,40
74,197,1,31,40
75,200,18,32,40
76,201,10,32,40
77,203,1,33,41
78,203,16,33,41
79,203,9,33,41
80,208,14,34,42
81,212,7,34,43
82,213,13,34,43
83,218,6,35,44
84,219,6,35,44
85,220,3,36,44
86,220,11,37,44
87,225,18,37,44
88,226,17,38,44
89,229,4,38,45
90,231,8,39,45
91,231,2,39,45
92,234,1,39,46
93,237,15,40,47
94,242,0,40,48
95,242,12,41,48
96,244,19,41,49
97,247,1,42,49
98,248,8,42,50
99,253,14,43,50
100,253,2,44,50
101,253,13,44,50
102,256,5,45,51
103,259,16,46,51
104,264,18,46,52
105,264,16,47,53
106,264,4,48,54
107,268,0,48,54
108,268,9,49,54
109,271,9,50,54
