frame,total_vehicles,queue_count,red_light_violations,rash_driving
1,5,11,1,1
2,5,13,2,1
3,10,12,2,1
4,10,19,3,1
5,13,3,3,1
6,17,5,4,2
7,22,10,4,2
8,27,18,5,3
9,30,15,6,4
10,34,12,7,4
11,36,19,7,5
12,39,0,7,6
13,41,16,8,6
14,46,1,9,6
15,47,4,9,7
16,50,15,10,8
17,53,1,10,9
18,55,6,10,10
19,58,9,11,11
20,60,16,11,12
21,63,9,12,13
22,66,4,12,13
23,69,11,13,14
24,70,7,13,15
25,73,12,14,15
26,75,17,14,16
27,77,7,14,17
28,81,12,15,18
29,85,8,15,19
30,88,17,16,19
31,90,5,16,19
32,91,14,16,20
33,93,10,16,20
34,94,15,17,20
35,95,0,18,21
36,96,14,18,21
37,98,16,18,22
38,102,2,18,23
39,106,8,18,23
40,106,15,18,23
41,108,9,19,23
42,113,11,20,24
43,115,9,21,25
44,116,19,21,25
45,119,6,22,26
46,120,12,22,26
47,125,10,23,27
48,126,0,24,28
49,131,11,25,29
50,131,11,25,29
51,133,14,25,30
52,134,0,26,31
53,137,7,26,31
54,141,6,27,32
55,142,16,27,33
56,146,20,27,33
57,147,13,27,33
58,147,1,28,34
59,151,6,29,35
60,151,6,29,35
61,152,8,29,35
62,153,16,30,36
63,156,3,30,37
64,158,18,31,38
65,159,6,32,39
66,159,18,33,40
67,159,0,34,41
68,161,2,34,42
69,161,7,35,42
70,165,13,35,42
71,166,8,35,43
72,168,14,35,44
73,173,0,35,45
74,177,19,35,46
75,178,5,35,46
76,182,11,36,46
77,182,6,37,47
78,187,13,37,47
79,192,15,38,48
80,193,16,38,48
81,196,4,39,48
82,198,5,40,48
83,201,13,40,49
84,205,11,40,49
85,207,10,41,50
86,207,5,41,50
87,211,10,42,50
88,215,12,43,50
89,215,6,43,51
90,217,5,44,51
91,222,7,44,51
92,227,20,45,51
93,229,6,46,51
94,233,19,47,52
95,233,11,47,52
96,234,0,48,52
97,236,6,49,53
98,240,13,49,54
99,241,5,49,55
100,241,18,49,55
101,246,20,50,55
102,247,17,50,56
103,249,16,50,57
104,250,1,51,57
105,250,16,51,57
106,251,3,51,58
107,253,19,52,58
108,254,19,53,58
109,258,15,54,59
110,263,7,54,60
111,265,13,54,60
112,268,18,54,61
113,269,6,55,62
114,269,1,55,62
115,274,12,56,62
116,277,16,56,63
117,277,2,57,64
118,280,2,58,64
119,284,10,59,65
120,286,20,59,65
121,291,17,60,66
122,292,16,60,66
123,292,7,60,67
124,294,11,60,67
125,296,0,61,68
126,300,16,62,69
127,302,7,63,69
128,304,0,63,70
129,309,15,63,71
130,309,11,64,71
131,312,17,65,71
132,312,3,65,72
133,315,13,65,73
134,319,2,65,74
135,319,7,66,75
136,320,5,66,75
137,321,14,67,76
138,321,7,68,77
139,326,6,68,77
140,326,19,69,78
141,330,0,70,78
142,331,13,71,79
143,332,9,71,79
144,333,12,71,79
145,334,5,72,80
146,339,13,72,80
147,344,13,73,80
148,344,5,73,81
149,344,13,74,82
150,349,3,75,83
151,350,10,76,83
152,354,2,77,84
153,358,1,78,85
154,361,19,78,86
155,366,15,79,87
156,369,17,80,87
157,372,0,80,87
158,373,12,80,87
159,374,19,80,87
160,377,5,80,87
161,382,7,81,88
162,383,16,82,88
163,385,20,83,88
164,388,10,83,88
165,392,17,84,89
166,397,9,85,89
167,402,18,86,90
168,405,5,86,90
169,407,19,86,90
170,410,11,86,91
171,413,8,86,92
172,416,1,87,93
173,420,19,87,93
174,422,19,88,93
175,427,18,88,93
176,431,13,88,94
177,431,3,89,95
178,435,17,90,95
179,440,2,90,96
180,441,17,90,96
181,442,0,90,97
182,446,19,90,98
183,449,4,91,98
184,451,1,91,98
185,456,2,92,99
186,460,13,92,100
187,461,4,93,100
188,464,4,93,101
189,465,0,93,101
190,466,1,93,102
191,467,18,94,102
192,470,1,95,102
193,471,1,96,102
194,474,10,97,102
195,477,13,98,102
196,482,1,98,103
197,484,2,98,103
198,488,5,98,104
199,492,4,98,104
200,493,1,99,104
201,494,3,99,105
202,496,19,99,105
203,496,3,100,105
204,498,7,100,106
205,499,16,100,107
206,500,18,100,108
207,504,5,101,109
208,506,0,101,109
209,510,15,101,110
210,510,20,102,110
211,512,19,102,110
212,513,17,103,110
213,517,19,104,110
214,522,8,105,110
215,525,4,106,111
216,525,20,107,112
217,525,16,108,112
218,528,3,109,113
219,529,3,110,113
220,532,16,110,113
221,533,5,111,113
222,535,13,111,113
223,535,16,112,113
224,540,12,113,113
225,545,20,114,114
226,548,20,115,115
227,551,11,115,115
228,555,7,116,115
229,555,16,116,115
230,559,12,116,115
231,559,8,117,116
232,564,17,117,117
233,567,9,117,118
234,568,0,117,119
235,570,20,118,119
236,573,7,119,119
237,574,15,120,119
238,575,11,121,120
239,579,11,121,121
240,583,6,122,121
241,585,12,122,122
242,586,18,123,122
243,586,2,123,123
244,589,13,123,124
245,590,7,123,125
246,590,20,123,126
247,591,8,124,127
248,596,16,125,127
249,601,18,126,128
250,606,13,127,129
251,609,15,127,130
252,609,19,128,131
253,611,16,128,131
254,612,11,129,132
255,614,6,130,133
256,618,15,131,134
257,619,5,132,135
258,620,17,132,135
259,623,17,133,135
260,623,9,133,136
261,623,10,133,137
262,623,11,134,137
263,627,7,134,138
264,629,1,134,139
265,629,1,135,140
266,629,7,135,141
267,634,13,136,141
268,635,7,136,141
269,636,10,137,142
270,639,18,138,142
271,641,20,138,142
272,641,18,139,142
273,642,8,140,142
274,644,3,141,142
275,649,6,141,143
276,654,0,141,144
277,659,9,141,145
278,659,4,142,146
279,661,6,142,147
280,663,12,142,148
281,667,4,142,149
282,672,2,143,150
283,677,19,143,150
284,680,8,143,151
285,683,16,144,152
286,685,4,145,152
287,689,13,146,152
288,694,5,146,153
289,694,17,146,153
290,695,16,146,153
291,695,19,147,153
292,697,15,147,154
293,702,10,147,154
294,702,3,147,154
295,706,2,147,154
296,708,3,148,154
297,711,6,148,154
298,711,9,149,154
299,716,13,150,154
300,717,15,150,155
301,720,19,150,156
302,724,13,150,156
303,727,10,150,156
304,732,12,151,156
305,735,11,152,157
306,738,10,152,158
307,740,12,152,158
308,743,4,153,159
309,745,1,154,159
310,749,1,155,160
311,752,10,155,161
312,753,12,155,162
313,755,3,156,162
314,760,17,156,162
315,765,0,157,163
316,769,7,157,164
317,769,0,158,164
318,771,20,159,164
319,775,0,159,164
320,775,3,159,164
321,775,1,159,164
322,775,11,160,164
323,779,1,160,164
324,783,1,161,165
325,785,2,162,166
326,788,0,162,167
327,792,7,163,167
328,795,16,163,168
329,800,4,164,169
330,801,6,165,170
331,805,17,166,170
332,809,10,166,170
333,812,19,166,171
334,814,16,166,171
335,817,14,167,172
336,820,20,167,172
337,823,1,168,172
338,823,3,169,172
339,824,14,170,172
340,829,6,171,173
341,833,1,171,174
342,836,16,172,175
343,840,3,172,175
344,844,12,173,176
345,849,17,174,176
346,852,13,174,176
347,855,20,175,177
348,860,9,176,177
349,865,4,176,178
350,869,10,177,179
351,870,17,178,180
352,870,4,179,180
353,873,9,179,180
354,874,18,179,180
355,877,1,179,181
356,878,11,180,182
357,883,3,181,183
358,887,7,181,184
359,889,20,181,185
360,891,10,181,185
361,896,9,181,186
362,898,9,182,186
363,903,12,182,186
364,907,14,183,186
365,912,16,184,186
366,912,7,184,187
367,914,17,184,188
368,918,14,185,189
369,919,8,186,189
370,919,1,187,189
371,922,20,187,190
372,926,7,188,190
373,929,8,189,191
374,933,6,189,191
375,934,18,190,191
376,936,18,191,191
377,941,5,192,191
378,946,19,192,191
379,951,6,192,192
380,955,15,193,192
381,958,14,194,192
382,962,12,194,193
383,962,14,194,194
384,967,3,195,194
385,969,14,196,195
386,971,8,197,195
387,972,9,198,195
388,975,4,198,195
389,978,0,199,195
390,979,3,199,196
391,984,12,199,197
392,987,17,199,198
393,988,16,199,199
394,990,8,200,199
395,992,20,201,199
396,995,9,202,200
397,1000,8,203,201
398,1001,13,203,202
399,1002,14,204,203
400,1005,4,205,204
401,1009,20,206,205
402,1013,9,206,205
403,1013,3,206,205
404,1016,6,206,205
405,1018,8,207,206
406,1022,8,208,207
407,1025,14,209,208
408,1026,15,209,209
409,1028,4,209,210
410,1032,11,210,210
411,1033,2,210,210
412,1038,0,210,210
413,1040,9,210,211
414,1042,11,211,212
415,1044,7,212,213
416,1047,7,212,214
417,1049,11,213,214
418,1054,11,214,214
419,1055,8,215,214
420,1059,2,216,215
421,1061,12,216,215
422,1065,3,217,216
423,1067,5,218,217
424,1070,18,218,218
425,1071,13,219,219
426,1071,17,220,219
427,1074,11,221,220
428,1079,10,222,221
429,1080,11,223,222
430,1083,5,223,223
431,1084,15,224,223
432,1089,16,224,223
433,1092,1,225,223
434,1096,3,226,223
435,1100,12,226,223
436,1104,7,226,224
437,1104,15,226,224
438,1104,11,227,225
439,1105,6,227,226
440,1108,20,227,226
441,1113,9,227,227
442,1115,17,228,227
443,1119,2,229,228
444,1119,14,230,228
445,1121,20,230,229
446,1123,8,231,229
447,1127,3,231,230
448,1127,4,232,230
449,1129,15,233,231
450,1131,1,233,232
451,1132,18,234,233
452,1132,2,235,234
453,1133,20,235,234
454,1134,11,236,235
455,1135,9,237,235
456,1139,17,237,235
457,1142,16,237,236
458,1146,2,237,236
459,1150,6,238,237
460,1151,1,239,238
461,1154,14,239,238
462,1157,14,240,238
463,1161,16,241,238
464,1165,3,242,238
465,1166,2,242,238
466,1166,20,243,239
467,1166,17,244,239
468,1167,19,245,239
469,1171,19,246,240
470,1172,15,246,241
471,1174,5,246,241
472,1179,3,246,241
473,1184,18,247,242
474,1185,15,247,242
475,1185,2,247,243
476,1190,8,248,244
477,1193,1,248,245
478,1194,2,249,246
479,1196,3,250,247
480,1201,17,251,247
481,1202,19,252,247
482,1205,17,252,248
483,1206,7,253,248
484,1208,12,254,248
485,1213,7,254,248
486,1217,8,254,248
487,1220,12,254,249
488,1221,18,254,250
489,1222,17,255,251
490,1224,0,256,251
491,1229,15,256,251
492,1232,8,256,251
493,1237,8,257,251
494,1238,0,258,252
495,1239,15,259,252
496,1243,20,260,253
497,1246,9,261,254
498,1250,4,261,255
499,1250,8,261,255
500,1255,4,261,255
501,1260,2,261,256
502,1261,13,261,257
503,1262,19,262,258
504,1264,17,263,259
505,1265,13,264,260
506,1267,7,265,260
507,1269,15,265,261
508,1272,4,265,261
509,1276,11,265,261
510,1276,15,266,262
511,1277,4,266,262
512,1281,14,267,263
513,1282,8,267,264
514,1285,8,267,265
515,1287,5,267,266
516,1288,11,267,267
517,1288,1,267,267
518,1291,6,268,267
519,1293,0,269,267
520,1297,11,269,268
521,1301,2,269,268
522,1302,10,269,268
523,1306,3,270,269
524,1309,3,271,270
525,1310,20,272,271
526,1313,5,273,272
527,1313,1,274,272
528,1317,4,274,273
529,1321,10,275,273
530,1321,12,275,273
531,1324,10,276,274
532,1329,16,276,274
533,1332,18,277,275
534,1334,13,277,275
535,1336,13,277,276
536,1336,3,278,277
537,1339,16,278,278
538,1342,15,279,279
539,1345,18,280,280
540,1348,19,281,281
541,1353,0,282,281
542,1353,9,282,281
543,1357,16,283,282
544,1361,1,283,283
545,1365,16,284,284
546,1367,4,285,284
547,1372,17,286,285
548,1375,5,287,285
549,1375,9,287,286
550,1379,20,288,287
551,1382,13,288,287
552,1385,12,289,287
553,1385,6,289,288
554,1386,2,290,288
555,1387,5,290,288
556,1392,10,291,288
557,1392,7,291,288
558,1397,7,292,288
559,1401,4,292,289
560,1405,18,292,290
561,1405,1,292,291
562,1409,10,293,291
563,1413,5,293,292
564,1418,12,294,292
565,1419,10,294,292
566,1424,5,294,293
567,1428,9,294,293
568,1428,7,295,293
569,1433,14,296,293
570,1438,20,296,294
571,1438,4,296,295
572,1442,16,296,296
573,1446,10,297,296
574,1451,8,297,296
575,1451,8,298,297
576,1452,1,299,297
577,1453,12,300,297
578,1458,7,300,298
579,1460,1,300,299
580,1461,1,301,299
581,1466,18,301,299
582,1468,9,302,300
583,1471,20,302,300
584,1472,14,302,301
585,1473,9,302,302
586,1475,15,303,302
587,1478,2,304,303
588,1480,9,304,303
589,1480,15,305,303
590,1481,16,305,304
591,1485,18,305,304
592,1489,3,306,305
593,1494,13,307,306
594,1495,18,307,307
595,1499,6,308,308
596,1504,6,309,309
597,1509,3,310,310
598,1509,10,311,310
599,1510,12,311,311
600,1511,0,311,312
601,1511,11,312,312
602,1516,1,312,312
603,1521,10,312,312
604,1522,20,313,313
605,1526,8,313,313
606,1529,16,313,314
607,1531,4,313,315
608,1534,7,313,315
609,1538,7,313,315
610,1539,14,313,316
611,1543,16,313,317
612,1543,16,314,318
613,1544,16,314,319
614,1546,2,315,319
615,1550,14,315,320
616,1550,12,315,321
617,1551,3,315,322
618,1555,3,316,323
619,1556,16,317,324
620,1556,8,317,325
621,1561,4,318,326
622,1566,8,319,326
623,1568,20,320,327
624,1570,7,321,327
625,1571,19,321,328
626,1575,9,321,328
627,1578,12,321,329
628,1579,16,321,330
629,1580,10,321,331
630,1580,18,321,332
631,1584,15,322,332
632,1584,1,323,333
633,1585,16,323,333
634,1589,11,324,333
635,1593,10,325,333
636,1596,3,325,333
637,1597,15,326,334
638,1601,8,326,335
639,1605,16,327,335
640,1606,14,327,335
641,1606,1,328,336
642,1608,15,329,337
643,1613,9,329,338
644,1617,5,330,339
645,1619,4,331,340
646,1621,18,332,341
647,1621,10,332,342
648,1622,5,332,342
649,1626,11,333,342
650,1628,14,334,342
651,1633,14,335,342
652,1634,18,335,343
653,1638,1,335,344
654,1640,14,336,344
655,1644,15,337,345
656,1644,10,337,345
657,1649,18,338,346
658,1649,5,339,347
659,1652,13,340,348
660,1653,18,340,349
661,1658,13,340,350
662,1660,6,341,351
663,1660,18,342,352
664,1661,5,343,352
665,1661,12,343,353
666,1663,1,343,353
667,1663,18,343,354
668,1664,14,343,355
669,1664,14,344,356
670,1666,15,345,356
671,1668,14,345,356
672,1668,7,346,357
673,1673,5,347,357
674,1677,2,347,358
675,1679,20,347,359
676,1682,10,347,360
677,1684,4,347,360
678,1689,5,348,360
679,1691,8,349,361
680,1691,19,350,362
681,1696,5,350,362
682,1699,11,351,363
683,1700,8,351,364
684,1700,18,351,364
685,1703,14,352,365
686,1705,10,352,366
687,1708,15,353,367
688,1708,0,353,367
689,1712,12,353,368
690,1714,18,354,368
691,1719,20,355,368
692,1723,3,356,369
693,1728,13,356,369
694,1730,8,357,370
695,1730,1,358,370
696,1731,12,358,371
697,1731,18,358,372
698,1736,17,359,372
699,1740,13,359,373
700,1740,10,360,373
701,1740,15,360,373
702,1742,6,361,373
703,1747,6,362,374
704,1749,11,362,374
705,1754,6,363,375
706,1754,2,364,376
707,1754,2,364,377
708,1755,16,365,377
709,1756,9,365,378
710,1759,4,365,378
711,1759,3,365,379
712,1760,3,365,379
713,1762,5,366,379
714,1763,19,367,379
715,1765,1,367,380
716,1770,5,368,380
717,1770,20,368,380
718,1771,15,368,380
719,1772,2,368,380
720,1776,12,368,380
721,1779,11,368,380
722,1781,17,369,381
723,1784,15,370,381
724,1785,0,371,381
725,1785,7,372,381
726,1788,14,372,382
727,1790,15,372,382
728,1792,12,373,383
729,1793,14,374,383
730,1797,13,375,383
731,1798,12,376,383
732,1798,11,376,383
733,1798,17,377,383
734,1798,0,377,384
735,1801,14,378,385
736,1802,9,379,386
737,1806,18,380,387
738,1806,3,381,387
739,1809,18,381,388
740,1809,10,381,389
741,1809,0,382,389
742,1810,3,383,390
743,1813,1,383,390
744,1818,13,383,391
745,1818,17,383,391
746,1822,2,384,392
747,1825,17,385,392
748,1830,9,385,392
749,1830,1,386,392
750,1835,11,386,393
