frame,total_vehicles,queue_count,red_light_violations,rash_driving
1,3,10,1,0
2,8,8,1,1
3,8,12,2,2
4,11,15,2,3
5,16,8,2,3
6,18,9,2,4
7,18,1,2,5
8,22,15,3,6
9,26,2,4,6
10,30,7,5,6
11,35,16,5,7
12,36,16,5,8
13,36,11,6,8
14,38,16,7,9
15,43,2,7,9
16,47,20,8,9
17,47,19,9,10
18,47,15,10,10
19,48,8,10,11
20,53,15,10,11
21,53,14,11,12
22,56,8,11,13
23,61,7,11,13
24,61,17,11,13
25,61,1,11,14
26,62,7,12,14
27,66,11,12,15
28,71,13,13,16
29,73,3,13,17
30,77,16,14,18
31,78,19,15,18
32,83,20,15,18
33,87,2,15,18
34,92,2,15,18
35,93,8,16,19
36,94,10,17,20
37,98,8,17,20
38,99,16,18,21
39,100,14,18,21
40,105,10,19,22
41,110,14,20,22
42,110,15,21,23
43,111,8,22,24
44,115,6,23,24
45,115,3,23,24
46,115,16,24,24
47,120,15,24,24
48,120,10,25,24
49,124,12,25,24
50,128,8,25,25
51,132,17,26,25
52,134,17,26,25
53,136,20,27,25
54,140,2,27,26
55,143,0,27,27
56,144,12,28,27
57,146,13,29,27
58,147,20,30,27
59,152,8,31,28
60,152,8,31,28
61,156,8,32,28
62,160,11,32,29
63,160,7,33,29
64,165,10,33,29
65,170,7,33,29
66,170,12,34,29
67,171,10,34,30
68,171,17,34,30
69,171,7,35,30
70,174,7,36,30
71,176,16,37,30
72,176,11,37,31
73,177,20,38,32
74,177,7,38,32
75,180,2,39,32
76,182,11,40,33
77,182,8,40,34
78,182,17,41,35
79,184,12,42,35
80,184,3,42,35
81,187,15,42,35
82,188,6,43,36
83,192,9,43,36
84,196,3,43,37
85,197,11,43,37
86,199,1,43,37
87,204,20,44,38
88,209,3,44,38
89,210,5,44,39
90,214,2,45,40
91,217,8,46,40
92,219,13,46,40
93,219,1,47,40
94,222,9,47,40
95,222,18,48,40
96,226,19,49,41
97,231,9,50,41
98,233,10,51,42
99,238,0,51,42
100,238,13,51,42
101,243,13,52,43
102,243,2,53,43
103,247,17,53,44
104,247,3,53,45
105,251,11,54,45
106,254,18,54,45
107,255,6,54,45
108,257,11,54,46
109,258,15,54,47
110,258,10,55,47
111,258,5,56,47
112,261,0,56,47
113,261,2,57,48
114,264,8,57,49
115,266,0,58,49
116,268,8,59,49
117,268,11,60,49
118,272,11,61,50
119,276,2,62,50
120,278,16,63,50
121,282,0,64,50
122,282,16,64,51
123,287,1,64,52
124,290,4,64,53
125,291,1,65,54
126,296,2,66,55
127,297,18,66,55
128,299,10,66,55
129,299,9,66,55
130,302,5,67,56
131,305,10,68,56
132,306,6,69,57
133,310,7,70,57
134,311,9,70,58
135,312,16,71,58
136,317,17,72,59
137,318,1,72,60
138,323,10,73,61
139,324,19,73,62
140,327,9,73,62
141,331,2,74,62
142,332,0,75,63
143,333,9,75,63
144,336,6,76,64
145,338,16,76,64
146,343,11,76,65
147,344,17,77,65
148,345,20,77,65
149,348,3,78,65
150,351,4,78,65
151,355,14,79,65
152,359,3,79,66
153,359,7,80,67
154,359,14,80,67
155,362,11,80,68
156,362,3,80,69
157,365,8,81,69
158,367,15,81,69
159,368,0,82,70
160,368,12,82,71
161,371,18,83,72
162,375,10,83,73
163,380,19,84,73
164,384,3,84,74
165,387,19,85,75
166,389,4,85,76
167,389,17,86,77
168,394,9,87,78
169,399,16,87,79
170,402,5,88,79
171,405,19,88,79
172,409,20,88,79
173,411,1,89,80
174,416,1,90,80
175,416,1,91,81
176,419,10,91,81
177,424,0,91,81
178,426,18,92,81
179,430,15,93,82
180,433,7,94,83
181,435,18,95,84
182,440,16,96,85
183,442,13,96,85
184,442,17,97,86
185,442,2,97,86
186,447,7,97,86
187,450,1,97,86
188,453,3,97,86
189,453,5,98,87
190,454,2,99,88
191,456,15,99,88
192,460,4,99,89
193,460,8,100,89
194,460,18,100,90
195,461,1,100,90
196,466,6,100,91
197,468,12,101,91
198,468,19,101,92
199,472,19,101,93
200,472,18,101,93
201,473,18,102,93
202,478,11,102,94
203,482,14,103,95
204,487,14,103,95
205,489,5,103,95
206,492,17,103,95
207,493,13,103,95
208,498,14,103,96
209,498,14,104,97
210,500,12,104,97
211,503,3,105,97
212,506,5,106,98
213,507,18,107,99
214,509,12,108,99
215,511,4,108,100
216,515,11,109,101
217,515,17,109,101
218,518,12,109,101
219,518,6,110,102
220,523,6,111,103
221,524,2,112,103
222,528,9,113,103
223,532,3,114,104
224,534,8,114,104
225,534,3,114,105
226,536,13,115,106
227,539,1,116,106
228,544,5,117,106
229,544,19,118,107
230,546,6,119,107
231,551,20,120,107
232,553,4,120,107
233,558,1,121,107
234,562,0,121,108
235,565,20,122,109
236,568,10,123,109
237,570,18,123,109
238,574,6,123,109
239,579,4,123,109
240,581,8,123,109
241,581,17,123,110
242,582,6,124,110
243,582,11,124,111
244,585,9,124,112
245,589,12,124,112
246,593,3,124,113
247,593,13,124,114
248,594,6,125,115
249,596,6,125,115
250,599,2,126,115
251,604,12,127,115
252,604,15,128,116
253,609,10,128,117
254,614,6,129,118
255,618,11,129,119
256,619,0,130,119
257,621,6,131,119
258,622,0,131,120
259,625,5,132,120
260,628,6,133,121
261,631,4,133,121
262,632,18,134,121
263,634,11,135,121
264,634,18,136,121
265,638,4,137,122
266,638,8,137,123
267,640,14,138,124
268,645,12,139,124
269,645,9,139,125
270,648,20,140,126
271,650,14,141,126
272,651,12,141,127
273,651,1,141,128
274,655,14,142,128
275,656,4,142,128
276,661,3,142,128
277,665,15,143,128
278,665,17,144,128
279,665,6,144,129
280,670,18,144,130
281,673,2,144,130
282,676,12,145,130
283,676,18,146,131
284,681,4,147,132
285,681,11,148,133
286,684,2,148,133
287,688,7,149,134
288,689,8,150,134
289,690,3,150,134
290,691,15,151,134
291,691,13,152,135
292,692,4,152,136
293,692,11,152,137
294,692,11,153,137
295,693,20,153,138
296,693,1,154,139
297,693,7,154,140
298,693,1,154,141
299,696,1,155,142
300,699,9,156,143
301,703,15,157,143
302,707,8,158,143
303,712,0,158,143
304,713,2,159,144
305,715,9,159,144
306,716,7,159,144
307,720,0,159,144
308,725,7,160,145
309,725,1,161,146
310,728,7,161,146
311,728,16,161,147
312,732,17,162,148
313,737,20,163,149
314,738,3,164,149
315,739,20,164,149
316,741,19,164,149
317,746,14,165,150
318,750,13,165,151
319,754,13,165,152
320,756,16,165,152
321,757,14,166,153
322,757,5,167,154
323,757,19,168,154
324,762,16,168,154
325,765,19,169,154
326,766,4,170,155
327,769,19,170,155
328,769,2,170,155
329,772,14,170,155
330,775,8,171,156
331,778,6,172,157
332,779,15,173,158
333,779,1,174,159
334,781,14,174,160
335,784,20,175,160
336,785,14,175,161
337,788,3,175,162
338,788,5,175,163
339,792,14,176,164
340,793,2,177,164
341,796,11,177,164
342,798,7,178,164
343,803,8,178,164
344,805,20,178,165
345,809,12,179,165
346,813,20,180,166
347,815,9,181,166
348,818,14,181,166
349,819,0,181,166
350,822,15,182,167
351,824,3,182,167
352,827,7,182,167
353,832,7,182,168
354,833,12,183,168
355,833,9,183,168
356,833,18,184,169
357,835,13,184,169
358,839,20,184,170
359,841,3,185,171
360,844,16,185,172
361,847,11,185,173
362,851,12,185,173
363,856,1,186,173
364,861,7,186,174
365,861,20,186,175
366,862,7,186,175
367,867,1,187,175
368,870,9,188,175
369,871,7,188,176
370,872,4,189,177
371,872,3,189,177
372,872,0,189,178
373,875,14,189,179
374,879,7,189,179
375,883,0,190,179
376,888,1,191,179
377,892,18,192,180
378,896,17,192,180
379,897,14,193,181
380,898,0,193,182
381,902,18,193,182
382,907,9,194,183
383,911,6,194,183
384,913,10,195,183
385,915,8,195,184
386,920,1,196,184
387,923,17,196,184
388,927,9,196,184
389,932,17,196,185
390,933,5,196,186
391,935,17,197,186
392,935,0,198,186
393,936,8,199,186
394,941,0,199,187
395,946,18,199,187
396,946,5,200,188
397,947,2,200,188
398,948,1,200,188
399,951,20,201,188
400,952,13,202,189
401,953,1,202,190
402,953,3,203,191
403,957,7,204,192
404,959,16,204,192
405,960,16,204,193
406,961,4,204,194
407,965,11,205,195
408,965,1,206,195
409,967,19,206,196
410,971,5,206,197
411,973,4,207,198
412,976,3,207,199
413,976,10,207,199
414,979,19,208,199
415,982,5,208,199
416,986,11,209,199
417,986,7,210,199
418,987,3,211,199
419,991,0,212,199
420,994,6,213,199
421,996,19,213,200
422,1000,6,213,200
423,1005,13,214,201
424,1010,0,214,202
425,1013,6,214,202
426,1015,18,215,203
427,1019,17,215,204
428,1020,13,216,205
429,1020,4,216,206
430,1022,18,217,207
431,1027,20,218,208
432,1032,9,218,209
433,1034,8,218,209
434,1034,2,218,210
435,1037,2,218,211
436,1040,14,218,211
437,1043,18,219,211
438,1048,19,220,211
439,1053,16,221,211
440,1053,5,222,211
441,1056,8,222,212
442,1056,4,222,212
443,1056,9,223,213
444,1060,18,224,214
445,1063,18,225,215
446,1064,19,225,215
447,1069,7,226,215
448,1071,2,226,216
449,1072,11,226,216
450,1074,4,226,217
451,1078,0,226,218
452,1080,4,227,219
453,1081,5,228,219
454,1086,2,229,220
455,1087,4,229,220
456,1088,9,229,221
457,1092,18,230,221
458,1095,17,230,221
459,1100,12,231,221
460,1102,12,232,221
461,1103,6,233,221
462,1103,4,234,222
463,1106,10,235,223
464,1110,3,236,223
465,1111,9,236,223
466,1113,14,236,223
467,1113,0,237,223
468,1115,10,238,224
469,1118,13,239,224
470,1121,3,240,225
471,1121,11,240,226
472,1122,0,240,227
473,1122,3,240,227
474,1123,10,241,228
475,1126,20,242,228
476,1131,8,243,228
477,1133,1,243,229
478,1133,17,244,230
479,1135,6,245,231
480,1139,8,245,231
481,1139,6,245,231
482,1141,19,245,231
483,1141,14,246,231
484,1142,20,246,231
485,1144,19,246,231
486,1147,9,247,232
487,1147,9,248,232
488,1149,15,249,233
489,1152,4,249,233
490,1157,0,249,234
491,1162,5,250,235
492,1164,20,250,235
493,1167,16,251,235
494,1168,0,252,236
495,1168,17,252,236
496,1168,2,252,236
497,1173,10,252,236
498,1177,4,252,236
499,1181,2,253,237
500,1183,12,253,237
501,1184,13,253,238
502,1185,4,253,239
503,1189,9,253,240
504,1193,19,253,241
505,1195,2,253,241
506,1200,2,253,242
507,1203,4,253,242
508,1207,6,253,243
509,1211,0,254,244
510,1216,10,254,244
511,1219,0,255,244
512,1222,14,255,244
513,1227,5,256,245
514,1227,4,256,246
515,1232,13,257,247
516,1237,15,257,248
517,1237,9,258,249
518,1241,14,258,249
519,1243,1,258,250
520,1248,16,258,250
521,1252,1,259,250
522,1257,13,260,251
523,1258,1,261,252
524,1259,7,262,253
525,1259,3,263,254
526,1263,6,264,254
527,1266,10,265,255
528,1270,18,265,256
529,1270,12,265,257
530,1273,7,266,258
531,1275,13,267,258
532,1275,0,267,259
533,1276,18,268,259
534,1281,6,268,260
535,1283,9,268,261
536,1288,12,268,262
537,1291,9,268,263
538,1295,0,269,264
539,1295,16,270,265
540,1296,8,270,265
541,1299,1,271,266
542,1300,15,272,267
543,1300,9,272,267
544,1301,13,272,268
545,1303,0,273,268
546,1305,6,273,268
547,1305,18,274,268
548,1305,20,275,269
549,1309,17,276,269
550,1309,14,277,270
551,1310,9,278,270
552,1312,18,279,271
553,1312,20,279,271
554,1312,14,280,272
555,1316,16,280,272
556,1317,2,280,273
557,1318,13,280,273
558,1318,10,281,274
559,1321,20,281,275
560,1326,3,281,276
561,1328,1,282,276
562,1333,8,282,277
563,1336,19,283,278
564,1341,15,283,278
565,1345,6,283,278
566,1345,8,283,278
567,1345,14,283,279
568,1348,19,283,279
569,1350,20,283,280
570,1350,20,283,280
571,1352,11,283,280
572,1355,16,283,280
573,1355,11,283,281
574,1358,10,283,282
575,1358,1,284,282
576,1362,11,284,282
577,1364,18,284,283
578,1368,10,285,284
579,1372,11,285,285
580,1374,2,286,285
581,1375,12,286,286
582,1378,6,286,286
583,1380,10,286,287
584,1380,2,287,287
585,1383,12,287,288
586,1383,6,287,288
587,1388,7,287,288
588,1390,7,287,288
589,1393,12,288,288
590,1394,6,288,289
591,1398,1,289,290
592,1401,10,290,291
593,1404,6,291,292
594,1407,0,292,292
595,1411,8,292,292
596,1415,3,293,292
597,1418,16,293,292
598,1420,2,294,292
599,1421,20,294,292
600,1424,0,295,292
601,1427,13,296,292
602,1429,15,296,293
603,1433,0,297,293
604,1433,15,297,293
605,1437,2,297,294
606,1441,4,297,294
607,1442,5,298,294
608,1445,6,298,295
609,1448,7,298,296
610,1450,19,299,297
611,1454,10,299,298
612,1459,4,300,299
613,1464,6,300,300
614,1466,0,301,300
615,1468,5,302,301
616,1470,19,302,302
617,1473,2,303,303
618,1476,15,303,304
619,1476,5,304,305
620,1480,12,305,305
621,1483,14,305,306
622,1485,3,306,306
623,1487,6,307,306
624,1491,11,307,306
625,1493,17,307,307
626,1495,8,308,307
627,1495,4,309,308
628,1497,10,310,309
629,1497,17,310,310
630,1497,4,311,311
631,1501,9,311,312
632,1504,15,311,313
633,1506,4,312,313
634,1507,18,313,313
635,1508,13,314,314
636,1510,7,315,315
637,1515,7,315,315
638,1517,15,315,315
639,1518,15,316,316
640,1523,14,316,317
641,1523,7,317,317
642,1525,1,317,317
643,1529,19,317,317
644,1531,17,318,318
645,1535,0,319,319
646,1537,2,320,320
647,1542,13,321,320
648,1547,3,322,321
649,1550,7,323,321
650,1552,7,323,322
651,1554,4,323,323
652,1558,7,323,323
653,1563,20,323,323
654,1567,16,323,324
655,1571,15,324,325
656,1576,1,324,326
657,1579,18,325,327
658,1583,4,326,327
659,1585,6,326,328
660,1588,5,327,329
661,1588,7,327,330
662,1593,7,328,330
663,1596,0,328,331
664,1596,13,329,331
665,1596,2,330,332
666,1596,13,330,333
667,1601,16,331,333
668,1603,4,331,333
669,1608,8,332,333
670,1611,15,332,334
671,1616,20,333,335
672,1621,15,333,335
673,1622,19,334,336
674,1624,19,335,337
675,1629,8,335,338
676,1633,14,335,339
677,1637,12,335,339
678,1639,16,335,340
679,1641,18,335,340
680,1646,7,336,341
681,1646,16,336,341
682,1649,6,336,341
683,1651,12,337,341
684,1653,18,338,341
685,1657,20,339,342
686,1657,18,340,343
687,1660,7,341,344
688,1664,5,341,345
689,1668,16,341,346
690,1668,17,342,347
691,1668,18,343,348
692,1670,9,344,349
693,1675,3,345,349
694,1680,8,345,350
695,1680,19,346,350
696,1684,1,346,351
697,1687,12,347,351
698,1692,18,348,352
699,1697,8,348,353
700,1701,17,349,353
701,1702,2,349,353
702,1702,18,350,353
703,1703,16,351,354
704,1704,3,352,355
705,1706,15,352,356
706,1710,19,353,356
707,1713,14,353,357
708,1714,10,354,358
709,1716,10,355,358
710,1716,12,355,359
711,1721,17,356,360
712,1721,19,356,360
713,1724,6,357,360
714,1727,8,358,361
715,1732,3,358,362
716,1733,10,359,362
717,1738,13,359,362
718,1740,4,360,363
719,1740,15,361,363
720,1743,3,361,363
721,1747,18,361,364
722,1750,6,361,364
723,1753,15,362,365
724,1755,11,363,365
725,1755,15,364,365
726,1757,4,365,366
727,1758,14,366,367
728,1758,17,367,367
729,1761,10,368,367
730,1764,9,368,368
731,1768,5,369,368
732,1771,14,369,368
733,1773,18,370,368
734,1773,6,371,368
735,1775,17,371,368
736,1779,5,371,368
737,1780,12,371,369
738,1781,7,372,369
739,1781,15,373,369
740,1783,4,373,370
741,1785,15,374,371
742,1790,9,375,371
743,1792,0,376,372
744,1796,15,376,372
745,1798,3,376,373
746,1801,15,376,373
747,1803,7,376,373
748,1804,6,376,374
749,1807,16,376,374
750,1809,5,377,374
